c,cleaned_mno,test_status,QOS_SignalStrength,Connection_Category_clean
1,raw_Yoigo_ehtelco,0,-108,4
6,raw_Tesco Mobile_O2,0,-107,4
1,raw_Superdrug Mobile_Three Mobile,0,-104,4
3,raw_3_Three,0,-103,3
2,raw_Lebara_vodafone UK,0,-114,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-82,4
1,raw_Vodafone_Lebara,0,-76,4
1,raw_Ecotalk_EE,1,-104,4
1,raw_Lebara_EE,1,-98,4
1,raw_SFR_La Poste,0,-84,4
3,raw_Vodafone_Lebara,0,-95,4
2,raw_Vodafone_Lebara,1,-88,4
2,raw_iD Mobile_iD,-1,-118,4
1,raw_Vodafone_Lebara,0,-91,4
1,raw_O2_LB,0,-107,4
1,raw_Vodafone_Lebara,0,-116,4
1,raw_3_iD Mobile,-1,-109,4
1,raw_iD Mobile_iD,0,-91,4
1,raw_Lebara_Vodafone,0,-71,4
6,raw_Lebara_Vodafone,0,-97,4
1,raw_3_iD Mobile,4,-100,4
2,raw_Lebara_Vodafone,0,-116,4
2,raw_EE_LycaMobile,0,-102,4
2,raw_Lebara_EE,0,-117,4
4,raw_Vodafone_Lebara,0,-108,4
1,raw_3_iD Mobile,0,-107,4
2,raw_Lebara_EE,0,-107,4
3,raw_Lebara_Vodafone,1,-112,4
1,raw_3_Three,0,-93,3
1,raw_3_Three,3,-109,3
1,raw_EE_LycaMobile,-1,-102,4
5,raw_Ecotalk_EE,1,-108,4
1,raw_Talk Talk_EE,0,-84,4
5,raw_Ecotalk_EE,1,-121,4
2,raw_3_iD Mobile,-1,-122,4
6,raw_Tesco Mobile_O2,0,-104,4
1,raw_Yoigo_ONION,0,-117,4
1,raw_Sky Mobile_O2,-1,-109,4
6,raw_iD Mobile_iD,0,-114,4
1,raw_Vodafone_50+,0,-102,4
1,raw_EE_LycaMobile,6,-85,4
1,raw_Lebara_EE,1,-51,2
1,raw_One NZ_Vodafone,0,-104,4
1,raw_iD Mobile_iD,0,-64,4
1,raw_Ecotalk_EE,4,-106,4
1,raw_Vodafone_Lebara,0,-109,4
1,raw_Ecotalk_EE,1,-106,4
1,raw_SMARTY_3,-1,-107,4
4,raw_O2_LB,0,-91,4
1,raw_SFR_La Poste,0,-77,4
1,raw_Unicom_EE,1,-111,4
1,raw_Popit Mobile_EE,0,-90,4
4,raw_EE_LycaMobile,0,-94,4
6,raw_Vodafone_Lebara,0,-100,4
1,raw_WindTre_Wind,1,-104,4
5,raw_Ecotalk_EE,1,-116,4
1,raw_iD Mobile_iD,0,-76,4
1,raw_Plus_LycaMobile,6,-96,4
1,raw_Lebara_Vodafone,0,-87,4
1,raw_Nova_Nova,-1,-84,4
1,raw_Lebara_EE,0,-111,4
1,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-97,4
1,raw_EE_LycaMobile,1,-115,4
1,raw_Lebara_Vodafone,0,-107,4
1,raw_Tesco Mobile_O2,-1,-73,3
1,raw_Orange_Siente +,1,-120,4
7,raw_Ecotalk_EE,1,-111,4
1,raw_3_Smarty,0,-97,4
2,raw_Talk Talk_EE,0,-76,4
1,raw_SMARTY_SMARTY,-1,-102,4
1,raw_Telia_Telia Sverige AB,0,-85,4
1,raw_Superdrug Mobile_Three Mobile,-1,-73,3
1,raw_Telia_Halebop,0,-98,4
2,raw_SMARTY_3,0,-91,4
1,raw_One NZ_Vodafone,1,-113,4
2,raw_3_Smarty,0,-115,4
1,raw_Orange_ion mobile +,0,-99,4
1,raw_3_Smarty,0,-112,4
1,raw_Popit Mobile_EE,0,-81,4
5,raw_Talk Talk_EE,0,-96,4
1,raw_Vodafone_26801,0,-98,4
1,raw_O2_LB,0,-103,4
1,raw_Orange_CARDENER TELECOM,-1,-114,4
6,raw_SMARTY_3,0,-112,4
1,raw_Sky Mobile_O2,0,-106,4
1,raw_Ecotalk_EE,0,-87,4
3,raw_Superdrug Mobile_Three Mobile,0,-116,4
2,raw_EE_LycaMobile,0,-92,4
1,raw_Orange_EASYSIM4U,0,-79,4
1,raw_Superdrug Mobile_Three Mobile,0,-75,3
4,raw_EE_LycaMobile,0,-91,4
6,raw_Ecotalk_EE,1,-110,4
1,raw_Vodafone_TalkMobile,1,-111,4
3,raw_EE_LycaMobile,0,-85,4
2,raw_SMARTY_SMARTY,6,-100,4
3,raw_Tesco Mobile_O2,0,-116,4
1,raw_Ecotalk_EE,1,-124,4
1,raw_Digicel_Cel*Star (Guyana) Inc.,0,-100,4
4,raw_Ecotalk_EE,1,-122,4
1,raw_Talkmobile_vodafone UK,0,-111,4
1,raw_Talk Talk_EE,0,-88,4
1,raw_Orange_Mobile O,0,-86,4
1,raw_Magenta-T-_Magenta Telekom,0,-101,4
1,raw_AT&T_Contennial Puerto Rio License Corp.,6,-97,4
1,raw_Vodafone_TalkMobile,0,-111,4
2,raw_Popit Mobile_EE,0,-109,4
1,raw_iD Mobile_iD,-1,-94,4
1,raw_EE_LycaMobile,1,-85,2
4,raw_Lebara_EE,1,-112,4
1,raw_Vodafone_Lebara,-1,-117,4
1,raw_Vodafone_26801,0,-74,4
1,raw_Odido_Ben,1,-113,4
1,raw_EE_LycaMobile,0,-76,4
2,raw_SMARTY_3,0,-90,4
2,raw_Lebara_EE,1,-117,4
2,raw_WindTre_3,0,-106,4
1,raw_3_Three,3,-113,3
1,raw_Orange_EASYSIM4U,0,-120,4
1,raw_Lebara_Three Mobile,0,-81,4
2,raw_Popit Mobile_EE,0,-108,4
6,raw_iD Mobile_iD,0,-102,4
5,raw_SMARTY_SMARTY,0,-107,4
1,raw_Ecotalk_EE,0,-81,4
1,raw_iD Mobile_iD,1,-89,3
1,raw_Ecotalk_EE,6,-112,4
1,raw_iD Mobile_iD,-1,-115,4
1,raw_Talk Talk_EE,0,-95,4
1,raw_Personal_Telecom Personal S.A.,0,-95,4
1,raw_Talk Talk_EE,0,-91,4
4,raw_EE_LycaMobile,0,-111,4
1,raw_3_iD Mobile,1,-110,4
4,raw_iD Mobile_iD,0,-115,4
1,raw_3_Smarty,0,-122,4
1,raw_Lebara_Vodafone,0,-77,4
2,raw_Vodafone_Lebara,1,-106,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-85,4
1,raw_O2_LB,0,-90,4
1,raw_Lebara_vodafone UK,6,-110,4
1,raw_iD Mobile_iD,0,-88,4
1,raw_SMARTY_3,0,-103,4
1,raw_Sky Mobile_O2,0,-91,4
1,raw_Popit Mobile_EE,0,-104,4
2,raw_EE_LycaMobile,0,-83,4
1,raw_Vodafone_Lebara,0,-96,4
1,raw_iD Mobile_iD,0,-79,4
1,raw_Antel_Ancel,-1,-80,4
1,raw_Vodafone_50+,0,-112,4
1,raw_Lebara_Vodafone,0,-115,4
14,raw_Ecotalk_EE,0,-116,4
1,raw_Antel_Ancel,1,-85,4
1,raw_3_Smarty,-1,-116,4
1,raw_Sky Mobile_O2,0,-93,4
1,raw_3_iD Mobile,-1,-121,4
1,raw_Talk Talk_EE,1,-123,4
2,raw_Lebara_Vodafone,0,-73,4
1,raw_3_Smarty,0,-118,4
3,raw_Popit Mobile_EE,0,-110,4
1,raw_Vodafone_Lebara,-1,-112,4
2,raw_Vodafone_TalkMobile,0,-98,4
1,raw_Sky Mobile_O2,0,-100,4
1,raw_Lebara_EE,0,-114,4
1,raw_Telia_Telia Sverige AB,0,-89,4
1,raw_Talk Talk_EE,0,-98,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-88,4
1,raw_Talk Talk_EE,0,-121,4
1,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-96,4
1,raw_EE_Lebara,0,-99,4
2,raw_Lebara_EE,0,-91,4
2,raw_iD Mobile_iD,0,-94,4
5,raw_SMARTY_SMARTY,0,-106,4
1,raw_Digicel_Digicel,1,-95,4
1,raw_Superdrug Mobile_Three Mobile,-1,-123,4
1,raw_Vodafone_Lebara,0,-119,4
1,raw_Telekom_fraenk,-1,-96,4
1,raw_O2_giffgaff,0,-104,4
6,raw_Ecotalk_EE,0,-101,4
1,raw_SMARTY_SMARTY,0,-99,4
1,raw_Antel_Ancel,-1,-108,4
1,raw_Lebara_Vodafone,0,-82,4
2,raw_iD Mobile_iD,1,-105,3
1,raw_Vodafone_50+,0,-83,4
1,raw_Lebara_EE,1,-119,4
3,raw_Vodafone_TalkMobile,0,-96,4
1,raw_WindTre_3,1,-101,4
1,raw_Sky Mobile_O2,0,-112,4
1,raw_EE_LycaMobile,1,-105,4
1,raw_3_iD Mobile,1,-107,4
3,raw_Lebara_Vodafone,0,-104,4
1,raw_3_iD Mobile,0,-102,4
3,raw_Tesco Mobile_O2,0,-113,4
1,raw_SMARTY_SMARTY,3,-102,4
4,raw_iD Mobile_iD,0,-109,4
1,raw_3_Smarty,-1,-117,4
2,raw_Superdrug Mobile_Three Mobile,0,-85,4
1,raw_Lebara_Vodafone,-1,-111,4
3,raw_Ecotalk_EE,0,-119,4
1,raw_Nova_Nova,0,-99,4
4,raw_iD Mobile_iD,0,-111,4
1,raw_SMARTY_3,6,-109,4
1,raw_SMARTY_3,5,-117,4
5,raw_Ecotalk_EE,1,-118,4
1,raw_Vodafone_Lebara,-1,-132,4
1,raw_One NZ_Vodafone,1,-105,4
2,raw_O2_LB,0,-111,4
1,raw_Vodafone_50+,0,-103,4
5,raw_Vodafone_Lebara,0,-102,4
1,raw_Tesco Mobile_O2,1,-81,4
1,raw_Vodafone_Lebara,1,-107,4
1,raw_Vodafone_Lebara,-1,-122,4
1,raw_SFR Réunion_Société Réunionnaise du Radiotéléphone,0,-83,4
5,raw_Lebara_Vodafone,0,-94,4
1,raw_Tesco Mobile_O2,6,-77,4
1,raw_Vodafone_Lebara,1,-118,4
1,raw_Lebara_Three Mobile,-1,-109,3
1,raw_Superdrug Mobile_Three Mobile,-1,-122,4
6,raw_Tesco Mobile_O2,0,-111,4
6,raw_Vodafone_Lebara,0,-107,4
1,raw_Ecotalk_EE,6,-83,4
1,raw_Tesco Mobile_O2,6,-104,4
1,raw_Sky Mobile_O2,0,-104,4
1,raw_Orange_Netcom Group,-1,-97,4
4,raw_Lebara_Vodafone,0,-111,4
2,raw_SMARTY_3,0,-101,4
2,raw_One NZ_Vodafone,0,-112,4
1,raw_Lebara_EE,3,-113,4
1,raw_O2_giffgaff,0,-101,4
2,raw_Superdrug Mobile_Three Mobile,0,-74,4
1,raw_Lebara_Vodafone,6,-91,4
4,raw_EE_LycaMobile,0,-97,4
1,raw_3_Smarty,0,-103,4
1,raw_Lebara_vodafone UK,3,-109,4
1,raw_EE_LycaMobile,6,-79,4
1,raw_Lebara_vodafone UK,6,-103,4
1,raw_Talk Talk_EE,0,-103,4
4,raw_Ecotalk_EE,1,-117,4
1,raw_Lebara_Vodafone,1,-121,4
1,raw_Lebara_Vodafone,6,-107,4
1,raw_Lebara_EE,0,-103,4
8,raw_Ecotalk_EE,0,-91,4
2,raw_Lebara_EE,0,-84,4
8,raw_SMARTY_SMARTY,0,-105,4
3,raw_iD Mobile_iD,0,-92,4
1,raw_Lebara_Vodafone,1,-119,4
1,raw_Talk Talk_EE,-1,-89,4
1,raw_Magenta-T-_T-Mobile/tele.ring,1,-106,4
1,raw_Nova_Nova,0,-77,4
1,raw_Sky Mobile_O2,0,-109,4
1,raw_Superdrug Mobile_Three Mobile,0,-107,4
1,raw_iD Mobile_iD,6,-105,4
1,raw_Orange_XeNET,0,-100,4
4,raw_Lebara_EE,1,-114,4
1,raw_Orange_ion mobile +,0,-75,4
1,raw_Talk Talk_EE,6,-81,4
1,raw_Vodafone_EE,0,-96,4
3,raw_Vodafone_TalkMobile,0,-105,4
4,raw_Tesco Mobile_O2,0,-94,4
1,raw_Lebara_EE,0,-87,4
1,raw_AT&T_Telrite/Pure Talk,-1,-121,4
1,raw_Proximus_Tesco,3,-75,2
1,raw_Sky Mobile_O2,1,-101,4
1,raw_One NZ_Vodafone,1,-101,4
1,raw_SFR_Coriolis ESP,0,-112,4
2,raw_Tesco Mobile_O2,0,-79,4
1,raw_Digicel_Cel*Star (Guyana) Inc.,0,-94,4
1,raw_3_Main,0,-107,4
2,raw_SFR_La Poste,0,-99,4
1,raw_Tesco Mobile_O2,0,-85,4
1,raw_Lebara_Vodafone,6,-86,4
10,raw_iD Mobile_iD,0,-107,4
2,raw_EE_LycaMobile,0,-84,4
3,raw_Tesco Mobile_O2,0,-115,4
1,raw_Tesco Mobile_O2,0,-73,4
1,raw_Popit Mobile_EE,0,-87,4
1,raw_Lebara_Vodafone,-1,-99,4
1,raw_POST_P&T Luxembourg,0,-82,4
1,raw_Lebara_Vodafone,0,-83,4
1,raw_spusu_Spusu AT,1,-91,3
4,raw_Lebara_Vodafone,0,-96,4
1,raw_Talk Talk_EE,0,-82,4
1,raw_Odido_Ben,0,-91,4
1,raw_One NZ_Vodafone,-1,-94,4
2,raw_Vodafone_Lebara,0,-97,4
4,raw_Ecotalk_EE,1,-119,4
1,raw_Tesco Mobile_O2,0,-96,4
2,raw_3_iD Mobile,0,-97,4
1,raw_Orange_ONLYCABLE +,0,-86,4
4,raw_Lebara_Vodafone,0,-113,4
1,raw_Superdrug Mobile_Three Mobile,1,-109,4
2,raw_EE_LycaMobile,1,-107,4
18,raw_Ecotalk_EE,0,-104,4
2,raw_SMARTY_SMARTY,0,-95,4
1,raw_SMARTY_SMARTY,3,-109,4
2,raw_Magenta-T-_Magenta Telekom,0,-97,4
1,raw_Lebara_EE,0,-92,4
7,raw_Lebara_Vodafone,0,-106,4
2,raw_EE_LycaMobile,0,-72,4
1,raw_iD Mobile_iD,3,-98,4
1,raw_One NZ_Vodafone,0,-86,4
2,raw_Orange_YouPrice O,0,-104,4
1,raw_Vodafone_Lebara,-1,-118,4
1,raw_EE_LycaMobile,-1,-99,4
1,raw_SFR_La Poste,1,-103,3
4,raw_One NZ_Vodafone,0,-106,4
1,raw_Lebara_Vodafone,3,-122,4
1,raw_Vodafone_voda IT,0,-98,4
1,raw_Lebara_Vodafone,0,-86,4
3,raw_Lebara_Vodafone,0,-100,4
1,raw_Popit Mobile_EE,0,-80,4
1,raw_Sky Mobile_O2,0,-99,4
1,raw_Orange_eSIMsmart,0,-96,4
2,raw_Vodafone_TalkMobile,1,-109,4
1,raw_iD Mobile_iD,1,-120,4
3,raw_Vodafone_Lebara,0,-113,4
1,raw_Superdrug Mobile_Three Mobile,1,-106,4
1,raw_Telia_Telia Sverige AB,0,-105,4
1,raw_Yoigo_ACACIOPHONE,1,-106,4
1,raw_Vodafone_Lebara,0,-81,4
1,raw_Vodafone_TRVL,0,-60,4
4,raw_EE_LycaMobile,0,-86,4
2,raw_Tesco Mobile_O2,0,-82,4
1,raw_Popit Mobile_EE,1,-112,4
1,raw_Talk Talk_EE,1,-106,4
2,raw_Lebara_EE,1,-115,4
1,raw_Tesco Mobile_O2,6,-110,4
2,raw_O2_LB,0,-88,4
1,raw_3_Three,0,-99,3
4,raw_EE_LycaMobile,0,-90,4
1,raw_One NZ_Vodafone,1,-80,4
3,raw_Lebara_Vodafone,0,-103,4
1,raw_SMARTY_SMARTY,0,-111,4
1,raw_Proximus_Virgin Media Ireland,-1,-120,4
1,raw_Lebara_EE,-1,-115,4
1,raw_One NZ_Vodafone,0,-82,4
1,raw_3_Main,0,-86,4
1,raw_Tesco Mobile_O2,0,-65,4
1,raw_iD Mobile_iD,0,-71,3
2,raw_Vodafone_TalkMobile,1,-122,4
1,raw_Vodafone_Lebara,-1,-106,4
1,raw_Vodafone_Lebara,6,-105,4
1,raw_3_Three,1,-105,3
1,raw_Talk Talk_EE,-1,-115,4
1,raw_Orange_WOO-FI,1,-107,4
2,raw_SFR_La Poste,0,-108,4
1,raw_O2_giffgaff,1,-103,4
1,raw_Lebara_vodafone UK,0,-107,4
1,raw_iD Mobile_iD,3,-111,4
1,raw_Orange_Mobile O,0,-102,4
1,raw_Lebara_Vodafone,1,-83,2
1,raw_Vodafone_Lebara,3,-123,4
1,raw_iD Mobile_iD,3,-91,3
1,raw_Talk Talk_EE,0,-97,4
2,raw_Vodafone_TalkMobile,0,-95,4
1,raw_Ecotalk_EE,0,-77,4
1,raw_Proximus_Virgin Media Ireland,1,-110,4
1,raw_3_Three,3,-105,3
1,raw_Lebara_EE,0,-112,4
1,raw_Ecotalk_EE,0,-82,4
2,raw_Vodafone_TalkMobile,0,-89,4
1,raw_Vodafone_TalkMobile,1,-101,4
2,raw_Lebara_Vodafone,1,-115,4
2,raw_SMARTY_SMARTY,1,-108,4
1,raw_Ecotalk_EE,0,-84,4
1,raw_Superdrug Mobile_Three Mobile,0,-89,4
7,raw_EE_LycaMobile,0,-95,4
1,raw_Vodafone_Lebara,6,-106,4
1,raw_Superdrug Mobile_Three Mobile,0,-82,4
1,raw_Sky Mobile_O2,0,-103,4
1,raw_O2_LB,0,-87,4
1,raw_Lebara_Vodafone,0,-75,4
1,raw_Vodafone_hollandsnieuwe.,0,-95,4
2,raw_Ecotalk_EE,0,-90,4
1,raw_Lebara_Vodafone,-1,-98,4
3,raw_Ecotalk_EE,0,-118,4
1,raw_Yoigo_Hits,0,-93,4
1,raw_O2_LB,6,-102,4
1,raw_O2_LB,0,-89,4
2,raw_Magenta-T-_T-Mobile/tele.ring,0,-91,4
1,raw_EE_EE daza,0,-100,4
1,raw_3_Smarty,0,-85,4
1,raw_3_iD Mobile,0,-106,4
3,raw_SMARTY_SMARTY,1,-104,4
1,raw_Sky Mobile_O2,0,-92,4
1,raw_Tesco Mobile_O2,0,-87,4
1,raw_Orange_WOO-FI,0,-104,4
1,raw_iD Mobile_iD,1,-113,3
1,raw_Superdrug Mobile_Three Mobile,0,-123,4
1,raw_Vodafone_TRVL,0,-114,4
1,raw_Lebara_Three Mobile,0,-107,4
1,raw_Digicel_Cel*Star (Guyana) Inc.,0,-82,4
3,raw_EE_LycaMobile,0,-79,4
1,raw_Vodafone_TalkMobile,0,-88,4
1,raw_Antel_Ancel,-1,-86,4
1,raw_iD Mobile_iD,1,-85,4
4,raw_SMARTY_SMARTY,0,-104,4
1,raw_Vodafone_! $A! $oF Ç £q £,0,-108,4
1,raw_SMARTY_SMARTY,6,-98,4
1,raw_Vodafone_Tal hf,-1,-51,2
1,raw_Vodafone_TalkMobile,1,-102,4
2,raw_iD Mobile_iD,0,-84,4
2,raw_Popit Mobile_EE,0,-107,4
1,raw_Talk Talk_EE,-1,-109,4
1,raw_Tesco Mobile_O2,-1,-95,2
1,raw_Tesco Mobile_O2,-1,-114,4
4,raw_Ecotalk_EE,0,-95,4
1,raw_Digicel_Digicel,1,-101,4
3,raw_EE_LycaMobile,0,-114,4
1,raw_3_Smarty,0,-101,4
1,raw_Lebara_EE,3,-116,4
2,raw_Lebara_EE,0,-95,4
9,raw_Ecotalk_EE,0,-115,4
1,raw_3_Smarty,6,-115,4
1,raw_Ecotalk_EE,3,-110,4
1,raw_Orange_IBERSONTEL +,0,-100,4
1,raw_SMARTY_SMARTY,-1,-101,4
1,raw_3_iD Mobile,1,-102,4
1,raw_Talk Talk_EE,1,-126,4
2,raw_O2_LB,0,-98,4
4,raw_Tesco Mobile_O2,0,-103,4
1,raw_3_iD Mobile,1,-109,4
1,raw_Telia_Halebop,0,-103,4
1,raw_Telia_Halebop,0,-95,4
1,raw_Superdrug Mobile_Three Mobile,0,-102,4
1,raw_Orange_Carrefour,1,-91,4
1,raw_Sky Mobile_O2,0,-98,4
2,raw_SMARTY_SMARTY,0,-108,4
1,raw_Lebara_Vodafone,1,-123,4
15,raw_Ecotalk_EE,0,-105,4
1,raw_Lebara_EE,1,-107,4
1,raw_Vodafone_50+,-1,-107,2
7,raw_EE_LycaMobile,0,-109,4
2,raw_iD Mobile_iD,1,-115,4
1,raw_Lebara_Vodafone,6,-81,4
1,raw_One NZ_Vodafone,0,-83,4
1,raw_Superdrug Mobile_Three Mobile,0,-98,4
17,raw_Ecotalk_EE,0,-111,4
4,raw_Talk Talk_EE,0,-90,4
2,raw_Talk Talk_EE,0,-86,4
1,raw_Talk Talk_EE,-1,-119,4
1,raw_3_iD Mobile,1,-116,4
1,raw_Vodafone_Vodaphone,1,-95,4
1,raw_Odido_Ben,0,-90,4
1,raw_One NZ_Vodafone,0,-92,4
2,raw_Lebara_Vodafone,6,-89,4
1,raw_Vodafone_50+,0,-111,4
2,raw_Vodafone_TalkMobile,0,-107,4
1,raw_Vodafone_Lebara,0,-89,4
1,raw_T-Mobile_Ting - MVNO1,0,-94,4
1,raw_Superdrug Mobile_Three Mobile,0,-61,3
6,raw_iD Mobile_iD,0,-96,4
1,raw_Superdrug Mobile_Three Mobile,0,-80,4
1,raw_EE_LycaMobile,1,-114,4
1,raw_iD Mobile_iD,6,-106,4
1,raw_Proximus_Virgin Media Ireland,0,-97,4
2,raw_SMARTY_SMARTY,6,-105,4
1,raw_WindTre_3,0,-103,4
1,raw_Lebara_Three Mobile,1,-107,4
1,raw_Tesco Mobile_O2,0,-74,4
6,raw_SMARTY_3,0,-111,4
3,raw_Lebara_EE,1,-113,4
2,raw_3_Three,0,-105,3
1,raw_EE_1P Mobile,-1,-67,2
14,raw_Ecotalk_EE,0,-112,4
4,raw_EE_LycaMobile,0,-108,4
1,raw_O2_giffgaff,0,-92,4
1,raw_iD Mobile_iD,-1,-119,4
1,raw_Vodafone_voda UK,0,-94,4
2,raw_SFR_La Poste,0,-87,4
2,raw_Talk Talk_EE,-1,-95,4
1,raw_3_iD Mobile,1,-108,4
1,raw_Magenta-T-_Magenta Telekom,0,-94,4
1,raw_iD Mobile_iD,-1,-121,4
1,raw_Nova_Nova,-1,-95,4
4,raw_Vodafone_Lebara,0,-98,4
4,raw_One NZ_Vodafone,0,-102,4
1,raw_Lebara_vodafone UK,0,-115,4
1,raw_Lebara_Vodafone,3,-124,4
1,raw_3_iD Mobile,-1,-120,4
1,raw_Lebara_Vodafone,6,-108,4
1,raw_Vodafone_voda IT,0,-94,4
1,raw_Lebara_EE,0,-98,4
2,raw_3_3 UK*4' Xx ZRx6zg c zT,3,-100,4
1,raw_3_Smarty,0,-98,4
1,raw_iD Mobile_iD,0,-83,4
2,raw_EE_LycaMobile,0,-115,4
4,raw_EE_LycaMobile,0,-74,4
1,raw_SMARTY_SMARTY,3,-51,3
1,raw_SFR_La Poste,0,-112,4
5,raw_iD Mobile_iD,0,-108,4
1,raw_EE_BT,0,-96,4
1,raw_Antel_Ancel,-1,-96,4
1,raw_Lebara_EE,-1,-114,4
2,raw_Talk Talk_EE,0,-104,4
6,raw_Vodafone_Lebara,0,-103,4
1,raw_EE_LycaMobile,6,-77,4
1,raw_Vodafone_50+,-1,-85,4
1,raw_SMARTY_SMARTY,6,-101,4
1,raw_Telia_Telia Sverige AB,1,-112,4
1,raw_Vodafone_TalkMobile,6,-98,4
1,raw_Vodafone_50+,0,-113,4
1,raw_Popit Mobile_EE,1,-115,4
1,raw_Lebara_EE,1,-116,4
1,raw_Lebara_Vodafone,1,-116,4
2,raw_Lebara_Vodafone,0,-114,4
6,raw_iD Mobile_iD,0,-98,4
1,raw_AT&T_Telrite/Pure Talk,0,-104,4
3,raw_Vodafone_TalkMobile,0,-116,4
2,raw_Lebara_Vodafone,0,-108,4
3,raw_Lebara_Vodafone,0,-89,4
1,raw_iD Mobile_iD,3,-51,3
4,raw_iD Mobile_iD,0,-105,4
3,raw_Talk Talk_EE,0,-83,4
1,raw_Lebara_Three Mobile,1,-114,4
1,raw_Verizon_XFINITY Mobile,0,-108,4
1,raw_spusu_Spusu AT,1,-109,4
1,raw_Personal_Telecom Personal S.A.,0,-97,4
1,raw_Vodafone_TalkMobile,0,-109,4
2,raw_iD Mobile_iD,0,-124,4
1,raw_Telia_Telia Sverige AB,0,-96,4
1,raw_Ecotalk_EE,-1,-124,4
1,raw_Talk Talk_EE,1,-120,4
1,raw_SFR_La Poste,0,-109,4
3,raw_Lebara_Vodafone,0,-78,4
2,raw_Lebara_EE,1,-120,4
1,raw_Tesco Mobile_O2,0,-80,4
1,raw_Orange_Nordnet,0,-111,4
1,raw_Tesco Mobile_O2,1,-105,4
1,raw_Ecotalk_EE,6,-114,4
1,raw_Sky Mobile_O2,0,-89,4
3,raw_EE_LycaMobile,0,-105,4
2,raw_Vodafone_TalkMobile,0,-100,4
1,raw_Lebara_EE,0,-82,4
1,raw_ONE_Telekom.al,0,-94,4
1,raw_Vodafone_Lebara,0,-111,4
3,raw_O2_LB,0,-97,4
1,raw_Magenta-T-_T-Mobile/tele.ring,0,-95,4
1,raw_Superdrug Mobile_Three Mobile,0,-81,3
1,raw_iD Mobile_iD,6,-101,4
1,raw_Lebara_EE,0,-106,4
2,raw_Vodafone_Lebara,0,-105,4
1,raw_Lebara_Vodafone,0,-112,4
1,raw_Vodafone_50+,-1,-109,2
5,raw_Vodafone_TalkMobile,0,-104,4
1,raw_Nova_Nova,0,-94,4
1,raw_Talk Talk_EE,6,-89,4
1,raw_Orange_Nordnet,-1,-121,4
1,raw_O2_giffgaff,0,-95,4
6,raw_EE_LycaMobile,0,-88,4
1,raw_Vodafone_! $A! $oF Ç £q £,0,-106,4
3,raw_O2_LB,0,-94,4
1,raw_Vodafone_TalkMobile,1,-110,4
2,raw_Telia_Telia Sverige AB,0,-108,4
1,raw_Tesco Mobile_O2,1,-117,4
2,raw_Magenta-T-_T-Mobile/tele.ring,0,-102,4
1,raw_spusu_Spusu AT,1,-105,3
1,raw_Popit Mobile_EE,1,-104,4
1,raw_Superdrug Mobile_Three Mobile,0,-115,4
2,raw_Odido_Ben,0,-92,4
1,raw_iD Mobile_iD,3,-123,4
1,raw_Popit Mobile_EE,0,-75,4
1,raw_SMARTY_SMARTY,0,-110,4
1,raw_Lebara_Vodafone,6,-79,4
3,raw_One NZ_Vodafone,0,-87,4
3,raw_Vodafone_Lebara,0,-104,4
1,raw_Popit Mobile_EE,3,-125,4
1,raw_O2_LB,0,-101,4
1,raw_iD Mobile_iD,0,-75,4
1,raw_3_iD Mobile,0,-85,4
2,raw_Vodafone_Lebara,0,-75,4
1,raw_Vodafone_Lebara,6,-101,4
3,raw_Talk Talk_EE,0,-100,4
2,raw_3_Smarty,0,-114,4
8,raw_SMARTY_3,0,-110,4
1,raw_Talkmobile_vodafone UK,0,-88,4
1,raw_SFR_La Poste,0,-106,4
13,raw_Ecotalk_EE,0,-110,4
3,raw_iD Mobile_iD,0,-90,4
1,raw_SMARTY_SMARTY,-1,-114,4
1,raw_SMARTY_SMARTY,0,-100,4
1,raw_Telia_Halebop,0,-69,4
2,raw_EE_LycaMobile,0,-82,4
13,raw_Ecotalk_EE,0,-102,4
4,raw_Ecotalk_EE,1,-115,4
1,raw_Talk Talk_EE,0,-81,4
1,raw_SFR_La Poste,0,-110,4
2,raw_iD Mobile_iD,0,-117,4
1,raw_T-Mobile_Ting - MVNO1,0,-118,4
25,raw_Ecotalk_EE,0,-108,4
1,raw_O2_LB,0,-108,4
1,raw_Vodafone_Lebara,1,-109,4
4,raw_SMARTY_SMARTY,0,-51,3
1,raw_Lebara_Vodafone,0,-67,4
1,raw_iD Mobile_iD,3,-113,3
1,raw_3_iD Mobile,1,-106,4
1,raw_Superdrug Mobile_Three Mobile,0,-88,4
2,raw_EE_LycaMobile,0,-87,4
2,raw_Superdrug Mobile_Three Mobile,0,-73,4
2,raw_3_iD Mobile,0,-101,4
1,raw_SMARTY_SMARTY,0,-113,4
3,raw_iD Mobile_iD,0,-118,4
1,raw_Lebara_EE,0,-90,4
7,raw_SMARTY_3,0,-104,4
2,raw_Orange_Carrefour,0,-105,4
1,raw_Vodafone_TalkMobile,-1,-117,4
1,raw_O2_LB,6,-105,4
2,raw_iD Mobile_iD,0,-77,3
1,raw_Popit Mobile_EE,0,-88,4
5,raw_Ecotalk_EE,1,-109,4
1,raw_EE_Lebara,0,-109,4
